id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
2330,Male,35,1,16.0,1,1-2 Year,No,25487.0,152.0,22,0
2331,Female,26,1,41.0,1,< 1 Year,No,36826.0,151.0,296,0
2332,Female,28,1,15.0,1,< 1 Year,No,26390.0,152.0,10,0
2333,Female,51,1,28.0,0,1-2 Year,Yes,2630.0,157.0,104,1
2334,Male,37,1,28.0,0,1-2 Year,Yes,41694.0,124.0,151,0
2335,Female,23,1,8.0,1,< 1 Year,No,26044.0,152.0,66,0
2336,Female,24,1,35.0,1,< 1 Year,No,43529.0,152.0,35,0
2337,Female,70,1,40.0,1,1-2 Year,No,39559.0,26.0,222,0
2338,Male,30,1,50.0,1,< 1 Year,No,43203.0,152.0,73,0
2339,Female,68,1,28.0,1,1-2 Year,No,38470.0,152.0,267,0
2340,Male,29,1,23.0,0,1-2 Year,Yes,30057.0,163.0,142,1
2341,Male,25,1,17.0,0,< 1 Year,Yes,2630.0,152.0,143,0
2342,Female,24,1,8.0,1,< 1 Year,No,48333.0,152.0,60,0
2343,Male,33,1,33.0,1,1-2 Year,No,2630.0,124.0,230,0
2344,Female,66,1,28.0,0,1-2 Year,Yes,33244.0,122.0,161,1
2345,Female,23,1,15.0,0,< 1 Year,No,27838.0,152.0,148,0
2346,Male,49,1,30.0,0,1-2 Year,Yes,40153.0,26.0,152,0
2347,Male,60,1,28.0,0,1-2 Year,Yes,42249.0,26.0,177,1
2348,Male,38,1,29.0,0,> 2 Years,Yes,34742.0,157.0,163,0
2349,Female,22,1,13.0,0,< 1 Year,Yes,27938.0,152.0,172,0
2350,Male,21,1,15.0,0,< 1 Year,No,45797.0,160.0,234,0
2351,Female,26,1,18.0,1,< 1 Year,No,28577.0,152.0,142,0
2352,Male,34,1,46.0,0,1-2 Year,Yes,29108.0,124.0,264,0
2353,Male,63,1,8.0,0,> 2 Years,Yes,43569.0,26.0,55,1
2354,Male,38,1,31.0,1,1-2 Year,No,2630.0,152.0,122,0
2355,Male,27,1,28.0,1,1-2 Year,No,23656.0,124.0,155,0
2356,Female,66,1,28.0,1,1-2 Year,Yes,40916.0,124.0,102,0
2357,Male,44,1,28.0,0,1-2 Year,Yes,35566.0,124.0,122,0
2358,Female,47,1,28.0,0,1-2 Year,Yes,66434.0,147.0,283,0
2359,Male,53,1,14.0,0,1-2 Year,Yes,2630.0,26.0,162,0
2360,Male,33,1,28.0,1,< 1 Year,No,50462.0,152.0,149,0
2361,Female,66,1,29.0,1,1-2 Year,No,45777.0,124.0,281,0
2362,Male,39,1,23.0,1,1-2 Year,No,24042.0,124.0,289,0
2363,Male,22,1,24.0,0,< 1 Year,Yes,27283.0,163.0,92,1
2364,Male,68,1,28.0,1,1-2 Year,No,43030.0,26.0,25,0
2365,Male,66,1,28.0,0,1-2 Year,Yes,28108.0,24.0,180,0
2366,Female,52,0,45.0,1,1-2 Year,No,33283.0,26.0,152,0
2367,Male,28,1,29.0,0,< 1 Year,Yes,30404.0,154.0,145,1
2368,Male,22,1,24.0,0,< 1 Year,Yes,39759.0,152.0,229,0
2369,Male,23,1,10.0,1,< 1 Year,No,38869.0,152.0,295,0
2370,Male,51,1,28.0,1,1-2 Year,No,38717.0,124.0,57,0
2371,Female,21,1,45.0,1,< 1 Year,No,31170.0,152.0,288,0
2372,Male,39,1,28.0,0,1-2 Year,Yes,77603.0,26.0,140,0
2373,Female,24,1,49.0,0,< 1 Year,Yes,27321.0,160.0,14,0
2374,Male,34,1,31.0,1,< 1 Year,No,2630.0,152.0,45,0
2375,Male,50,1,8.0,0,1-2 Year,No,29743.0,124.0,57,0
2376,Male,22,1,46.0,1,< 1 Year,No,36223.0,152.0,294,0
2377,Female,29,1,28.0,1,< 1 Year,No,46401.0,152.0,110,0
2378,Male,74,1,8.0,0,1-2 Year,Yes,41438.0,26.0,50,1
2379,Female,64,1,50.0,1,1-2 Year,No,43414.0,124.0,274,0
2380,Female,72,1,28.0,1,1-2 Year,No,37255.0,125.0,61,0
2381,Female,22,1,30.0,1,< 1 Year,No,30996.0,152.0,268,0
2382,Female,72,1,28.0,0,1-2 Year,Yes,30207.0,26.0,297,0
2383,Male,23,1,8.0,1,< 1 Year,No,62734.0,152.0,100,0
2384,Female,38,1,28.0,0,> 2 Years,Yes,44513.0,55.0,19,1
2385,Male,42,1,8.0,0,1-2 Year,Yes,43132.0,26.0,17,0
2386,Male,25,1,11.0,1,< 1 Year,No,2630.0,152.0,166,0
2387,Female,28,1,50.0,1,< 1 Year,No,47013.0,152.0,160,0
2388,Male,21,1,35.0,0,< 1 Year,Yes,22527.0,160.0,165,0
2389,Male,46,1,35.0,0,1-2 Year,Yes,37107.0,26.0,116,0
2390,Male,48,1,8.0,1,1-2 Year,No,57433.0,124.0,117,0
2391,Male,26,1,16.0,1,< 1 Year,No,25063.0,152.0,80,0
2392,Male,42,1,28.0,0,1-2 Year,Yes,42506.0,124.0,145,1
2393,Male,21,1,46.0,1,< 1 Year,No,34395.0,160.0,48,0
2394,Female,27,1,26.0,0,< 1 Year,No,21945.0,151.0,26,0
2395,Female,25,1,16.0,0,< 1 Year,Yes,29522.0,152.0,282,0
2396,Male,63,1,28.0,0,1-2 Year,Yes,51537.0,26.0,190,1
2397,Female,37,1,12.0,1,1-2 Year,No,2630.0,26.0,287,0
2398,Female,70,1,28.0,0,> 2 Years,Yes,33143.0,26.0,117,0
2399,Female,44,1,41.0,0,1-2 Year,Yes,22449.0,12.0,235,1
2400,Female,40,1,48.0,0,1-2 Year,Yes,2630.0,156.0,122,0
2401,Male,66,1,50.0,1,1-2 Year,No,26890.0,124.0,102,0
2402,Female,25,1,41.0,0,< 1 Year,Yes,24514.0,124.0,162,0
2403,Female,28,1,5.0,0,< 1 Year,Yes,29286.0,152.0,89,0
2404,Female,23,1,30.0,1,< 1 Year,No,22351.0,152.0,61,0
2405,Male,67,1,46.0,1,1-2 Year,No,30070.0,26.0,61,0
2406,Male,70,1,28.0,0,> 2 Years,Yes,56926.0,26.0,235,1
2407,Female,34,1,37.0,0,1-2 Year,No,31623.0,152.0,92,0
2408,Male,60,1,8.0,0,> 2 Years,Yes,32042.0,124.0,75,0
2409,Female,58,1,28.0,0,> 2 Years,Yes,29127.0,26.0,146,0
2410,Male,24,1,2.0,0,< 1 Year,Yes,30531.0,152.0,20,0
2411,Male,41,1,9.0,1,1-2 Year,No,35283.0,26.0,175,0
2412,Male,58,1,28.0,0,1-2 Year,Yes,2630.0,156.0,120,0
2413,Female,44,1,28.0,0,1-2 Year,Yes,55384.0,147.0,85,0
2414,Female,40,1,16.0,0,1-2 Year,Yes,31705.0,152.0,168,0
2415,Female,45,1,28.0,0,1-2 Year,No,46161.0,124.0,245,0
2416,Male,44,1,28.0,0,> 2 Years,Yes,27935.0,26.0,262,0
2417,Male,26,1,41.0,1,< 1 Year,No,15117.0,152.0,293,0
2418,Female,25,1,3.0,1,< 1 Year,No,28432.0,152.0,10,0
2419,Male,29,1,4.0,0,1-2 Year,Yes,21296.0,124.0,211,0
2420,Female,38,1,21.0,1,1-2 Year,No,33542.0,152.0,17,0
2421,Male,23,1,8.0,1,< 1 Year,No,32668.0,152.0,206,0
2422,Male,45,1,28.0,0,1-2 Year,Yes,37289.0,124.0,17,1
2423,Female,28,1,3.0,1,1-2 Year,No,31604.0,156.0,237,0
2424,Male,58,1,28.0,0,1-2 Year,Yes,34934.0,29.0,147,0
2425,Female,77,1,8.0,1,1-2 Year,Yes,34544.0,26.0,52,0
2426,Female,33,1,28.0,1,1-2 Year,No,2630.0,18.0,94,0
2427,Female,42,1,8.0,0,1-2 Year,Yes,31325.0,124.0,32,0
2428,Female,21,1,15.0,0,< 1 Year,No,45285.0,152.0,86,0
2429,Female,37,1,28.0,0,1-2 Year,Yes,54880.0,139.0,72,0
2430,Male,45,1,8.0,1,1-2 Year,No,34915.0,26.0,48,0
2431,Male,76,1,33.0,1,1-2 Year,No,26669.0,26.0,98,0
2432,Female,20,1,35.0,1,< 1 Year,No,32673.0,160.0,112,0
2433,Male,41,1,33.0,0,1-2 Year,Yes,2630.0,157.0,258,1
2434,Female,23,1,28.0,0,< 1 Year,No,36494.0,152.0,49,0
2435,Female,24,1,21.0,1,< 1 Year,No,27104.0,152.0,271,0
2436,Female,22,1,30.0,1,< 1 Year,No,37111.0,152.0,70,0
2437,Female,23,1,3.0,1,< 1 Year,No,29338.0,152.0,40,0
2438,Female,22,1,6.0,1,< 1 Year,No,32264.0,152.0,204,0
2439,Male,29,1,31.0,1,1-2 Year,No,2630.0,124.0,183,0
2440,Female,51,1,26.0,1,1-2 Year,No,24659.0,26.0,259,0
2441,Male,67,1,33.0,0,1-2 Year,Yes,29344.0,26.0,246,0
2442,Female,24,1,27.0,0,< 1 Year,Yes,15627.0,152.0,41,0
2443,Male,30,1,47.0,0,< 1 Year,Yes,29193.0,152.0,266,1
2444,Male,24,1,14.0,1,< 1 Year,No,35658.0,152.0,105,0
2445,Female,24,1,12.0,1,< 1 Year,No,29183.0,152.0,44,0
2446,Female,53,1,8.0,1,1-2 Year,No,19461.0,19.0,225,0
2447,Male,45,1,3.0,0,1-2 Year,Yes,34218.0,124.0,247,0
2448,Female,45,1,28.0,1,1-2 Year,No,38403.0,26.0,187,0
2449,Female,75,1,28.0,0,1-2 Year,Yes,30444.0,124.0,183,1
2450,Female,26,1,47.0,0,< 1 Year,Yes,29431.0,152.0,202,0
2451,Male,25,1,33.0,1,< 1 Year,No,32589.0,152.0,130,0
2452,Male,24,1,34.0,1,< 1 Year,No,32949.0,152.0,219,0
2453,Male,69,1,14.0,0,1-2 Year,Yes,36235.0,26.0,51,0
2454,Female,23,1,33.0,1,< 1 Year,No,17297.0,152.0,267,0
2455,Female,31,1,21.0,0,1-2 Year,Yes,2630.0,156.0,110,0
2456,Female,38,1,28.0,0,1-2 Year,Yes,38672.0,122.0,280,1
2457,Male,41,1,27.0,0,1-2 Year,Yes,26355.0,124.0,48,0
2458,Male,62,1,36.0,1,1-2 Year,No,55103.0,55.0,155,0
2459,Male,26,1,39.0,0,1-2 Year,Yes,2630.0,124.0,119,0
2460,Male,45,1,28.0,0,1-2 Year,Yes,45337.0,26.0,50,0
2461,Female,62,1,11.0,0,1-2 Year,Yes,27141.0,124.0,61,0
2462,Female,44,1,41.0,0,1-2 Year,Yes,2630.0,26.0,275,0
2463,Female,21,1,45.0,0,< 1 Year,No,27640.0,160.0,31,0
2464,Male,42,1,50.0,0,1-2 Year,No,32427.0,156.0,263,0
2465,Female,24,1,9.0,0,< 1 Year,Yes,32037.0,151.0,100,0
2466,Male,55,1,15.0,0,1-2 Year,Yes,2630.0,156.0,70,0
2467,Male,36,1,28.0,1,1-2 Year,No,45381.0,124.0,279,0
2468,Male,61,1,46.0,0,1-2 Year,Yes,47378.0,124.0,280,0
2469,Female,43,1,28.0,0,> 2 Years,Yes,32131.0,26.0,284,0
2470,Female,60,1,28.0,1,1-2 Year,No,38466.0,25.0,68,0
2471,Female,35,1,28.0,0,1-2 Year,Yes,29775.0,124.0,75,0
2472,Male,42,1,28.0,0,< 1 Year,No,2630.0,1.0,107,0
2473,Female,44,1,28.0,0,1-2 Year,Yes,27589.0,124.0,153,0
2474,Female,59,1,43.0,1,1-2 Year,No,2630.0,23.0,119,0
2475,Male,25,1,28.0,0,< 1 Year,No,28234.0,152.0,220,1
2476,Male,51,1,28.0,0,> 2 Years,Yes,39497.0,26.0,225,0
2477,Male,69,1,41.0,1,1-2 Year,No,33766.0,26.0,126,0
2478,Male,53,1,8.0,1,1-2 Year,No,34860.0,124.0,184,0
2479,Male,48,1,8.0,0,1-2 Year,No,59019.0,26.0,286,0
2480,Female,36,1,3.0,1,1-2 Year,No,55767.0,26.0,42,0
2481,Male,77,1,48.0,1,1-2 Year,No,2630.0,124.0,115,0
2482,Female,26,1,8.0,1,< 1 Year,No,40093.0,152.0,270,0
2483,Female,53,1,6.0,1,1-2 Year,No,34794.0,122.0,196,0
2484,Male,29,1,50.0,0,1-2 Year,No,23901.0,124.0,242,0
2485,Male,40,1,50.0,0,1-2 Year,Yes,18559.0,124.0,124,0
2486,Male,21,1,28.0,0,< 1 Year,Yes,2630.0,160.0,248,0
2487,Male,40,1,28.0,0,1-2 Year,Yes,39487.0,26.0,191,0
2488,Male,24,1,15.0,1,< 1 Year,No,32042.0,152.0,136,0
2489,Female,52,1,3.0,0,1-2 Year,Yes,33553.0,30.0,125,0
2490,Female,59,1,36.0,0,< 1 Year,Yes,45216.0,152.0,100,0
2491,Female,23,1,15.0,1,< 1 Year,No,34092.0,152.0,242,0
2492,Male,72,1,28.0,1,1-2 Year,No,61280.0,26.0,63,0
2493,Female,33,1,0.0,0,1-2 Year,No,2630.0,52.0,211,0
2494,Female,23,1,46.0,1,< 1 Year,No,25984.0,152.0,26,0
2495,Male,44,1,36.0,0,1-2 Year,Yes,36240.0,124.0,260,0
2496,Male,25,1,27.0,1,< 1 Year,No,28618.0,152.0,28,0
2497,Male,24,1,28.0,1,< 1 Year,No,36463.0,152.0,149,0
2498,Female,25,1,27.0,0,< 1 Year,Yes,2630.0,152.0,256,0
2499,Male,23,1,46.0,1,< 1 Year,No,36121.0,152.0,274,0
2500,Male,46,1,8.0,1,1-2 Year,Yes,34061.0,153.0,151,0
2501,Female,21,1,30.0,0,< 1 Year,Yes,35972.0,160.0,240,0
2502,Female,45,1,47.0,1,1-2 Year,No,28958.0,152.0,152,0
2503,Male,23,1,11.0,0,< 1 Year,Yes,29344.0,152.0,147,0
2504,Female,24,1,6.0,1,< 1 Year,No,22816.0,152.0,280,0
2505,Female,23,1,29.0,1,< 1 Year,No,23586.0,152.0,151,0
2506,Male,24,1,8.0,1,< 1 Year,No,47393.0,152.0,256,0
2507,Male,44,1,28.0,0,1-2 Year,Yes,48288.0,124.0,280,1
2508,Male,43,1,46.0,1,1-2 Year,No,26920.0,124.0,116,0
2509,Female,26,1,8.0,1,< 1 Year,No,39658.0,152.0,235,0
2510,Female,22,1,30.0,0,< 1 Year,Yes,2630.0,152.0,64,0
2511,Male,24,1,35.0,1,< 1 Year,No,2630.0,152.0,138,0
2512,Female,37,1,37.0,0,1-2 Year,Yes,29194.0,124.0,271,0
2513,Female,22,1,21.0,1,< 1 Year,No,31866.0,152.0,83,0
2514,Male,23,1,9.0,0,< 1 Year,No,40578.0,151.0,58,0
2515,Male,70,1,8.0,0,1-2 Year,Yes,56061.0,19.0,187,0
2516,Male,52,1,46.0,0,1-2 Year,Yes,27046.0,26.0,89,0
2517,Male,34,1,28.0,0,1-2 Year,Yes,40052.0,124.0,82,0
2518,Female,29,1,28.0,1,< 1 Year,No,35257.0,152.0,175,0
2519,Male,45,1,29.0,0,1-2 Year,Yes,35149.0,124.0,257,1
2520,Female,46,1,28.0,1,1-2 Year,No,54129.0,26.0,173,0
2521,Male,54,1,15.0,1,1-2 Year,No,2630.0,26.0,40,0
2522,Female,24,1,36.0,1,< 1 Year,No,34149.0,152.0,241,0
2523,Male,56,1,3.0,0,1-2 Year,Yes,2630.0,124.0,176,0
2524,Female,22,1,46.0,1,< 1 Year,Yes,22539.0,152.0,227,0
2525,Female,23,1,10.0,1,< 1 Year,No,34848.0,152.0,240,0
2526,Male,68,1,46.0,0,1-2 Year,Yes,48333.0,26.0,262,0
2527,Male,21,1,10.0,0,< 1 Year,Yes,25093.0,160.0,256,1
2528,Male,22,1,29.0,1,< 1 Year,No,32963.0,152.0,229,0
2529,Female,58,1,28.0,0,1-2 Year,Yes,41143.0,25.0,201,0
2530,Male,56,1,28.0,0,1-2 Year,Yes,51569.0,44.0,100,0
2531,Female,45,1,28.0,0,> 2 Years,Yes,85786.0,26.0,48,0
2532,Female,25,1,27.0,0,< 1 Year,Yes,31974.0,152.0,40,0
2533,Male,34,1,19.0,1,< 1 Year,No,2630.0,1.0,135,0
2534,Male,27,1,8.0,1,< 1 Year,No,46374.0,152.0,147,0
2535,Female,24,1,21.0,0,< 1 Year,Yes,28576.0,152.0,198,0
2536,Male,23,1,45.0,1,< 1 Year,No,25045.0,152.0,122,0
2537,Female,23,1,46.0,0,< 1 Year,Yes,43734.0,124.0,190,0
2538,Female,22,1,30.0,1,< 1 Year,No,35164.0,152.0,29,0
2539,Female,22,1,6.0,1,< 1 Year,No,22360.0,152.0,123,0
2540,Male,41,1,24.0,0,1-2 Year,Yes,2630.0,157.0,286,0
2541,Female,44,1,28.0,0,1-2 Year,Yes,2630.0,163.0,224,0
2542,Male,43,1,28.0,0,1-2 Year,Yes,46756.0,26.0,217,1
2543,Male,57,1,7.0,1,1-2 Year,No,2630.0,124.0,231,0
2544,Male,36,1,17.0,0,1-2 Year,Yes,28998.0,124.0,220,0
2545,Male,54,1,8.0,0,1-2 Year,Yes,53686.0,124.0,202,1
2546,Male,63,1,8.0,0,1-2 Year,No,49096.0,124.0,126,0
2547,Male,21,1,29.0,1,< 1 Year,No,31144.0,152.0,191,0
2548,Male,22,1,30.0,1,< 1 Year,No,38981.0,152.0,118,0
2549,Male,46,1,15.0,1,1-2 Year,No,28329.0,154.0,178,0
2550,Male,41,1,29.0,0,1-2 Year,Yes,28677.0,124.0,145,0
2551,Female,64,1,50.0,1,1-2 Year,No,2630.0,160.0,16,0
2552,Male,47,1,28.0,0,> 2 Years,Yes,43804.0,26.0,74,1
2553,Female,62,1,28.0,0,1-2 Year,Yes,30197.0,26.0,49,0
2554,Male,70,1,46.0,0,1-2 Year,Yes,2630.0,124.0,115,0
2555,Female,49,1,28.0,0,1-2 Year,Yes,25638.0,124.0,152,0
2556,Female,23,1,36.0,0,< 1 Year,Yes,37005.0,152.0,210,0
2557,Male,41,1,28.0,0,1-2 Year,Yes,33952.0,29.0,20,0
2558,Male,27,1,11.0,0,< 1 Year,Yes,31869.0,152.0,213,0
2559,Male,23,1,41.0,1,< 1 Year,No,29190.0,152.0,116,0
2560,Male,35,1,31.0,0,1-2 Year,No,2630.0,26.0,179,0
2561,Female,29,1,41.0,1,< 1 Year,No,37367.0,152.0,278,0
2562,Male,37,1,8.0,0,1-2 Year,Yes,37234.0,124.0,223,1
2563,Female,24,1,11.0,1,< 1 Year,No,48353.0,152.0,299,0
2564,Male,33,1,41.0,0,1-2 Year,Yes,22792.0,124.0,213,0
2565,Female,36,1,31.0,0,1-2 Year,Yes,2630.0,152.0,251,0
2566,Male,55,1,8.0,0,1-2 Year,Yes,43113.0,124.0,29,1
2567,Male,48,1,47.0,0,1-2 Year,Yes,38699.0,124.0,214,0
2568,Female,38,1,13.0,0,1-2 Year,Yes,2630.0,124.0,220,1
2569,Female,29,1,28.0,0,1-2 Year,Yes,36896.0,26.0,199,1
2570,Female,44,1,9.0,0,1-2 Year,Yes,43447.0,26.0,26,0
2571,Male,60,1,28.0,0,1-2 Year,Yes,45817.0,26.0,296,0
2572,Male,21,1,45.0,0,< 1 Year,No,29529.0,160.0,232,0
2573,Female,25,1,28.0,1,< 1 Year,No,38789.0,153.0,186,0
2574,Female,27,1,17.0,1,< 1 Year,No,36513.0,152.0,298,0
2575,Male,23,1,17.0,1,< 1 Year,No,2630.0,152.0,225,0
2576,Female,55,1,15.0,1,1-2 Year,No,50889.0,26.0,247,0
2577,Female,24,1,27.0,1,< 1 Year,No,29651.0,152.0,150,0
2578,Male,41,1,28.0,1,1-2 Year,No,33711.0,124.0,202,0
2579,Male,66,1,28.0,0,> 2 Years,Yes,30847.0,26.0,273,0
2580,Female,24,1,47.0,1,< 1 Year,No,30912.0,152.0,253,0
2581,Female,23,1,36.0,1,< 1 Year,No,35674.0,152.0,264,0
2582,Female,23,1,11.0,1,< 1 Year,No,15643.0,152.0,176,0
2583,Female,28,1,47.0,0,< 1 Year,Yes,20138.0,152.0,202,0
2584,Female,35,1,46.0,0,1-2 Year,Yes,2630.0,152.0,145,0
2585,Male,22,1,15.0,0,< 1 Year,Yes,37358.0,152.0,184,0
2586,Male,33,1,45.0,1,< 1 Year,No,33980.0,152.0,149,0
2587,Female,25,1,18.0,1,< 1 Year,No,37968.0,152.0,252,0
2588,Female,24,1,14.0,0,< 1 Year,Yes,24362.0,152.0,93,0
2589,Male,37,1,31.0,0,1-2 Year,Yes,2630.0,124.0,27,0
2590,Male,33,1,28.0,0,< 1 Year,Yes,37991.0,152.0,45,1
2591,Female,39,1,11.0,0,1-2 Year,Yes,2630.0,26.0,260,0
2592,Male,43,1,28.0,0,1-2 Year,No,46696.0,124.0,179,0
2593,Female,23,1,17.0,1,< 1 Year,No,39428.0,152.0,25,0
2594,Female,21,1,46.0,1,< 1 Year,No,28198.0,160.0,277,0
2595,Female,25,1,28.0,1,< 1 Year,No,33876.0,152.0,232,0
2596,Female,32,1,45.0,1,< 1 Year,No,38037.0,152.0,133,0
2597,Female,38,1,1.0,1,1-2 Year,No,2630.0,152.0,178,0
2598,Female,22,1,42.0,1,< 1 Year,No,31208.0,152.0,221,0
2599,Male,50,1,33.0,0,1-2 Year,Yes,33347.0,124.0,75,0
2600,Male,38,1,8.0,0,1-2 Year,Yes,37071.0,124.0,235,0
2601,Female,66,1,28.0,0,> 2 Years,Yes,33611.0,122.0,292,0
2602,Male,42,1,28.0,0,1-2 Year,Yes,31449.0,26.0,148,1
2603,Female,21,1,46.0,0,< 1 Year,Yes,31092.0,152.0,17,0
2604,Male,60,1,41.0,0,1-2 Year,Yes,43180.0,12.0,149,0
2605,Female,31,1,4.0,1,< 1 Year,No,36605.0,152.0,60,0
2606,Male,30,1,28.0,0,1-2 Year,Yes,60591.0,124.0,140,0
2607,Female,42,1,28.0,0,1-2 Year,Yes,53272.0,26.0,80,1
2608,Male,33,1,28.0,0,1-2 Year,Yes,44627.0,124.0,225,0
2609,Male,28,1,41.0,1,< 1 Year,Yes,35209.0,152.0,286,0
2610,Male,56,1,28.0,1,1-2 Year,Yes,50938.0,25.0,181,0
2611,Male,46,1,45.0,0,1-2 Year,No,2630.0,124.0,165,0
2612,Male,63,1,15.0,0,1-2 Year,Yes,27932.0,14.0,112,0
2613,Male,47,1,46.0,0,> 2 Years,Yes,2630.0,157.0,222,0
2614,Male,66,1,46.0,0,1-2 Year,Yes,30087.0,26.0,118,0
2615,Female,35,1,11.0,0,1-2 Year,Yes,28482.0,122.0,114,1
2616,Female,25,1,3.0,0,< 1 Year,Yes,34793.0,152.0,187,0
2617,Female,21,1,15.0,0,< 1 Year,Yes,23219.0,152.0,109,0
2618,Male,25,1,28.0,1,< 1 Year,No,26987.0,152.0,298,0
2619,Male,21,1,22.0,1,< 1 Year,No,36141.0,160.0,208,0
2620,Male,58,1,35.0,0,1-2 Year,No,2630.0,26.0,22,0
2621,Male,26,1,36.0,0,< 1 Year,Yes,20312.0,26.0,140,1
2622,Male,25,1,6.0,1,< 1 Year,No,18750.0,152.0,250,0
2623,Male,22,1,30.0,1,< 1 Year,No,40855.0,152.0,20,0
2624,Female,23,1,15.0,1,< 1 Year,No,40207.0,152.0,172,0
2625,Female,25,1,50.0,1,< 1 Year,No,42177.0,152.0,247,0
2626,Male,43,1,15.0,1,1-2 Year,No,2630.0,26.0,91,0
2627,Male,79,1,34.0,1,1-2 Year,No,40668.0,16.0,18,0
2628,Male,27,1,21.0,1,< 1 Year,No,35109.0,152.0,96,0
2629,Female,20,1,8.0,1,< 1 Year,No,60417.0,160.0,278,0
2630,Female,23,1,28.0,1,< 1 Year,No,31684.0,152.0,257,0
2631,Male,27,1,10.0,0,< 1 Year,No,18731.0,152.0,63,0
2632,Male,33,1,47.0,1,< 1 Year,Yes,31345.0,152.0,59,0
2633,Female,21,1,30.0,1,< 1 Year,No,25713.0,152.0,88,0
2634,Female,23,1,28.0,0,< 1 Year,Yes,66836.0,152.0,60,0
2635,Male,24,1,50.0,0,< 1 Year,Yes,35363.0,160.0,123,0
2636,Male,38,1,41.0,0,1-2 Year,Yes,2630.0,156.0,251,1
2637,Male,52,1,28.0,0,> 2 Years,Yes,40754.0,124.0,143,0
2638,Female,46,1,28.0,0,1-2 Year,Yes,41840.0,26.0,77,1
2639,Male,21,1,46.0,0,< 1 Year,Yes,30773.0,160.0,14,0
2640,Female,22,1,8.0,0,< 1 Year,Yes,47186.0,152.0,170,0
2641,Male,52,1,41.0,1,1-2 Year,No,19318.0,124.0,91,0
2642,Male,45,1,48.0,0,1-2 Year,Yes,2630.0,124.0,65,0
2643,Female,35,1,8.0,0,1-2 Year,Yes,27002.0,124.0,77,1
2644,Male,22,1,28.0,0,< 1 Year,No,46242.0,152.0,29,0
2645,Male,50,1,29.0,0,1-2 Year,Yes,44351.0,26.0,193,0
2646,Female,46,1,36.0,1,1-2 Year,No,35489.0,124.0,114,0
2647,Female,24,1,46.0,0,< 1 Year,Yes,26246.0,151.0,276,0
2648,Male,28,1,18.0,1,< 1 Year,No,29826.0,152.0,90,0
2649,Male,67,1,28.0,0,1-2 Year,Yes,50286.0,26.0,110,0
2650,Male,50,1,30.0,1,1-2 Year,No,2630.0,124.0,36,0
2651,Male,40,1,28.0,0,1-2 Year,Yes,31692.0,124.0,244,0
2652,Female,33,1,15.0,0,1-2 Year,Yes,2630.0,154.0,190,0
2653,Male,24,1,6.0,0,< 1 Year,Yes,30986.0,152.0,166,0
2654,Male,43,1,48.0,1,1-2 Year,No,2630.0,124.0,276,0
2655,Male,41,1,28.0,0,> 2 Years,Yes,45340.0,26.0,16,1
2656,Female,24,1,15.0,1,< 1 Year,No,2630.0,151.0,131,0
2657,Male,48,1,28.0,0,1-2 Year,Yes,24604.0,124.0,221,1
2658,Male,48,1,28.0,0,1-2 Year,Yes,58140.0,26.0,243,0
2659,Male,23,1,21.0,1,< 1 Year,No,20347.0,152.0,203,0
2660,Female,22,1,33.0,1,< 1 Year,No,51412.0,152.0,25,0
2661,Male,25,1,41.0,1,< 1 Year,No,31701.0,152.0,27,0
2662,Male,65,1,8.0,1,1-2 Year,No,43596.0,26.0,250,0
2663,Female,63,1,28.0,1,1-2 Year,No,72904.0,124.0,44,0
2664,Male,64,1,28.0,0,1-2 Year,Yes,27309.0,13.0,265,0
2665,Male,53,1,28.0,0,1-2 Year,Yes,53638.0,26.0,154,0
2666,Female,66,1,34.0,0,1-2 Year,Yes,39448.0,26.0,76,0
2667,Female,41,1,15.0,1,1-2 Year,No,49318.0,124.0,259,0
2668,Male,27,1,35.0,1,< 1 Year,No,37913.0,152.0,206,0
2669,Female,46,1,48.0,1,1-2 Year,No,2630.0,122.0,120,0
2670,Male,45,1,18.0,0,1-2 Year,Yes,35728.0,52.0,145,0
2671,Male,50,1,26.0,0,1-2 Year,Yes,33982.0,26.0,132,0
2672,Male,27,1,41.0,1,< 1 Year,No,37333.0,152.0,165,0
2673,Female,24,1,28.0,0,< 1 Year,Yes,2630.0,152.0,263,0
2674,Female,23,1,17.0,1,< 1 Year,No,42874.0,26.0,137,0
2675,Male,72,1,28.0,0,1-2 Year,Yes,32894.0,26.0,146,0
2676,Female,22,1,46.0,1,< 1 Year,No,25583.0,152.0,248,0
2677,Female,23,1,41.0,0,< 1 Year,Yes,19737.0,152.0,253,1
2678,Male,70,1,12.0,0,> 2 Years,Yes,50415.0,26.0,237,0
2679,Male,27,1,8.0,1,< 1 Year,No,34063.0,152.0,24,0
2680,Female,48,1,28.0,0,1-2 Year,Yes,2630.0,156.0,11,0
2681,Female,72,1,4.0,1,1-2 Year,No,27884.0,124.0,227,0
2682,Male,38,1,10.0,1,1-2 Year,No,2630.0,151.0,281,0
2683,Male,22,1,10.0,0,< 1 Year,Yes,28157.0,152.0,261,0
2684,Male,22,1,27.0,1,< 1 Year,No,2630.0,160.0,208,0
2685,Female,21,1,46.0,1,< 1 Year,No,36429.0,160.0,14,0
2686,Female,30,1,50.0,0,< 1 Year,Yes,31244.0,152.0,79,0
